climateConceptId;stringRepresentation;incomingConnections (climateConceptIds);outgoingConnections (climateConceptIds);x;y;sourceUrls;sourceOriginalTexts
2075549143;increase_[]_population_range expansion;[2187554397];[];-1390;-573;[https://www.fs.usda.gov/ccrc/topics/bark-beetles-and-climate-change-united-states];[Increased population success and range expansion due to release from climatic constraints has been recently observed and most studied in northern latitudes.]
3734511371;increase_['extremely hot']_days_number;[];[997143486, 3502003879, 1922533066, 2993589616];1548;652;[https://physicsworld.com/a/crops-at-risk-from-changing-climate/];[Unusually cold nights, ever greater numbers of extremely hot summer days, weeks with no rainfall, or torrents of storm-driven precipitation, account for somewhere between a fifth to 49% of yield losses for maize, rice, spring wheat and soy beans.]
2244662140;increase_['public']_health_hazard;[2779245151];[];339;-125;[https://www.businessinsider.com/effects-of-climate-change-2014-6];[Air Pollution in California could created a serious public health hazard.]
2430365567;increase_['low']_precipitation_periods;[3635309554];[];2361;292;[https://news.stanford.edu/press-releases/2018/11/28/reflections-california-wildfires/];[With regards to the conditions in California over the past few years, it is clear from multiple lines of evidence that California is now in a new climate, in which conditions are much more likely to be hot, leading to earlier melting of snowpack and exacerbating periods of low precipitation when they occur.]
3064021550;increase_[]_air_average temperature;[419252930, 4019403902];[3562299370, 1608281763, 2235830601, 818495806, 3230599871, 3561104882, 4244105479, 1789417382, 1253797194, 387940889];1405;895;[http://www.psychologicalscience.org/observer/global-warming-and-violent-behavior];[The researchers estimated, based on these findings, that a 1oC increase in average temperature — a fairly conservative estimate of climate change in the following decades — will likely yield a 6% increase in violent crime rates, as many as 25,000 more serious and deadly assaults per year in the United States alone.]
3213082478;increase_[]_death_risk;[2891441733];[];1632;-1534;[https://cronkitenews.azpbs.org/2019/06/04/climate-change-lower-birth-rates-linked/];[“If you don’t care about an increase of risk of death for the elderly or decrease of economic productivity, because the heat makes it harder to work outside, you might care about this, which suggests that it might be harder to have children in the future.”]
2837629590;increase_[]_society_hazard;[387647956];[];2286;4;[https://www.wunderground.com/cat6/Slow-Moving-Hurricanes-Barry-Growing-More-Common];[Another increased hazard slower storms bring is increased wind damage, due to an increase in the duration of damaging winds structures are exposed to.]
3248215284;increase_['excess']_heat_amount;[808616080];[];1933;429;[https://www.theguardian.com/environment/2019/dec/10/greenland-ice-sheet-melting-seven-times-faster-than-in-1990s];[Oceans have absorbed most of the excess heat arising from our disruption of the climate to date, and much of the carbon dioxide, but they are reaching the limits of their capacity to do so.]
3832797104;increase_[]_world_average temperature;[];[4249960163];2328;921;[https://insideclimatenews.org/news/30052019/tornado-climate-change-connection-science-research-data];[But, it could also be argued that since a warmer world may experience a reduction in the equator to pole temperature contrast, the number of tornadoes and severe weather events would decrease," he said.]
2892942398;decrease_[]_drought_risk;[2966811852];[];-1193;-661;[https://www.theguardian.com/environment/2019/jun/25/climate-apartheid-united-nations-expert-says-human-rights-may-not-survive-crisis];[In October 2018, they said carbon emissions must halve by 2030 to avoid even greater risks of drought, floods, extreme heat and poverty for hundreds of millions of people.]
1356127286;increase_['leaded']_fuels_combustion;[];[2472159188];2015;1512;[https://gardner.utah.edu/wp-content/uploads/Utah-Roadmap-Public-Draft.pdf];[(Nitrous Oxide)—A clear non-flammable gas that has 300 times the global warming power of CO2; the majority of the N2O emissions are man-made n NOX (Nitrogen Dioxide and Nitric Acid)—Gases from the combustion of fossil fuels; react in the atmosphere to form O3, PM2 .5, and PM10 n Pb (Lead)—Elemental particulate coming primarily from leaded fuel n PM2.5—Particles with a diameter of 2 .5 micrometers or less coming from dust, smoke and soot, or formed from chemical reactions in the atmosphere n PM10—Particles with a diameter of 10 micrometers or less (includes PM2 .5)]
1208774984;increase_['extreme', 'adverse']_weather_occurrence;[];[3412616028];2398;648;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[When Butler and Gates (2012) studied income disparity in East African cattle herders, they discovered that resource asymmetries caused by extreme and adverse weather contribute to conflict in the region.]
2980645757;increase_['water', 'metal']_pipes_leaks;[723915832];[];2186;-326;[https://www.vox.com/energy-and-environment/2019/9/9/20804544/climate-change-phoenix-heat-wave-deaths-extreme-weather];[Instead, rising temperatures weaken roadways, cause metal fatigue in bridges, and make the metal pipes that move water expand, crack, and leak.]
2253339172;increase_[]_methane_emissions;[2421705487, 3242820357, 1845678055];[];2341;1237;[https://www.vox.com/energy-and-environment/2020/2/14/21131109/california-natural-gas-renewable-socalgas];[It’s the big, industrial dairy farms that are responsible for 55 percent of the state’s methane emissions.]
805387878;decrease_[]_urgency_sense;[3511741555];[];-389;-889;[https://www.nytimes.com/2019/06/19/climate/dont-do-just-one-thing.html];[That’s when the sense of satisfaction from a good deed — say, installing that energy-efficient light bulb — diminishes or eliminates the sense of urgency around the greater problem.]
4143112916;increase_['record']_rain_occurrence;[];[1764348482, 118266991, 824236872];576;601;[https://e360.yale.edu/features/climate-whiplash-wild-swings-in-extreme-weather-are-on-the-rise];[In the future, weather whiplash could mean an intense drought year followed by record rains that don’t allow planting or that wash fertilizer into waterways.]
237358104;increase_[]_climate change_threat;[];[1791439216, 2370814980, 3900743265];2496;610;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The cumulative and interactive effects of climate change, as well as the threat and perception of climate change, adversely impact individual and societal health, mental health, and well-being.]
3501920577;increase_['autoimmune']_disease_development risk;[188879353];[];490;-817;[https://www.psychologytoday.com/blog/expressive-trauma-integration/202002/ptsd-may-be-risk-factor-autoimmune-disease];[A recent study (Boggs Bookwalter et al., 2020) finds that people suffering from PTSD may be at increased risk of developing autoimmune diseases.]
514857095;increase_['emotional']_stress_levels;[3344676726, 723915832, 1470214869, 2905573114, 154466046, 2229704979];[];879;-829;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The increases in PTSD and depression found in pregnant women exposed to Hurricane Katrina were likely due to the severity of the event and the intensity of the disaster experience rather than a general exposure to the event.42, 156The many consequences of natural disasters, such as destruc- tion of homes, and of gradual climate change impacts, such as rising temperatures, incidence of vector-borne illness, water- borne illness, and even compromised food,160 can all contrib- ute to the emotional stress that women have while pregnant, nursing, or responsible for young children.]
3153747510;increase_[]_wind_damage;[632011761];[];3351;-18;[https://www.wunderground.com/cat6/Slow-Moving-Hurricanes-Barry-Growing-More-Common];[Another increased hazard slower storms bring is increased wind damage, due to an increase in the duration of damaging winds structures are exposed to.]
4083843793;increase_['world']_population_amount;[];[3099653881];1511;1938;[https://www.greenfacts.org/en/impacts-global-warming/l-2/index.htm];[Although the most adverse impacts on water availability are likely to occur in association with growing water demand as the world population increases, some estimates indicate that a 4°C warming would significantly exacerbate existing water scarcity in many regions, particularly northern and eastern Africa, the Middle East, and South Asia, while additional countries in Africa would be newly confronted with water scarcity on a national scale due to population growth.]
1129396382;decrease_[]_carbon dioxide_emissions;[];[762846987];-667;-859;[https://theconversation.com/if-we-stopped-emitting-greenhouse-gases-right-now-would-we-stop-climate-change-78882];[In order to stop the accumulation of heat, we would have to eliminate not just carbon dioxide emissions, but all greenhouse gases, such as methane and nitrous oxide.]
905633855;increase_[]_shipping lanes_availability;[772362358];[1577835653];1883;-333;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015).]
2718860581;increase_['human']_conflict_occurrence;[3022514175];[];1348;-982;[http://science.sciencemag.org/content/341/6151/1235367];[We find strong causal evidence linking climatic events to human conflict across a range of spatial and temporal scales and across all major regions of the world.]
1167550798;increase_[]_property_insured damage;[3070188265];[896655245];2283;-390;[https://www.americanprogress.org/issues/economy/reports/2019/11/21/477190/climate-change-threatens-stability-financial-system/];[In 1992, the Category 5 storm devastated South Florida, inflicting $15.5 billion of insured damage and causing at least 16 insurance companies to fail.18]
1470214869;increase_['vector-borne']_illness_incidence;[];[514857095];720;-235;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The increases in PTSD and depression found in pregnant women exposed to Hurricane Katrina were likely due to the severity of the event and the intensity of the disaster experience rather than a general exposure to the event.42, 156The many consequences of natural disasters, such as destruc- tion of homes, and of gradual climate change impacts, such as rising temperatures, incidence of vector-borne illness, water- borne illness, and even compromised food,160 can all contrib- ute to the emotional stress that women have while pregnant, nursing, or responsible for young children.]
986427305;decrease_[]_birth_weights;[];[633558448, 4072172012, 4215609966];-747;-132;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[Malnutrition, low birth weight, nonexclusive breast-feeding, lack of measles vaccination, outdoor and indoor air pollution and crowding, mother’s education, parental smoking, vitamin A and/or zinc deficiencies are thought to influence children susceptibility to infections in developing countries.]
3348691224;increase_['gastrointestinal', 'respiratory', 'recurrent']_infection_occurrence;[429340181];[];326;-411;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4928742/];[(i.e., IgG subclass deficiency, IgA deficiency or common variable immunodeficiency), are associated with recurrent respiratory and gastrointestinal infections of varying severity [14].]
1486944588;increase_['raw']_shrimp_bagging;[];[443459287];4022;-114;[https://publicintegrity.org/environment/hidden-epidemics/vibrio-deadly-bacteria-coastal-waters-climate-change-health/];[For Clinton, the North Carolinian whose V. vulnificus exposure came from bagging raw shrimp, the infection progressed quickly because of chronic health ailments, including diabetes and a heart condition, medical records show.]
2623407467;increase_['chronic']_health_ailments;[];[4059557773];-197;-407;[https://publicintegrity.org/environment/hidden-epidemics/vibrio-deadly-bacteria-coastal-waters-climate-change-health/];[For Clinton, the North Carolinian whose V. vulnificus exposure came from bagging raw shrimp, the infection progressed quickly because of chronic health ailments, including diabetes and a heart condition, medical records show.]
530963217;increase_['system']_delays_occurrence;[2634485387];[];1547;-368;[https://www.sfchronicle.com/bayarea/article/Record-setting-temperatures-concern-Bay-Area-13964987.php];[The heat also warped tracks on BART Monday afternoon, and crews worked to cool down equipment as delays reverberated throughout the system, according to the transit agency.]
2790394473;increase_['perceived']_competition_occurrence;[1306712947];[1337673111, 2094305576, 3517857875];2949;-895;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[In many of these cases, an environmental disaster was a flashpoint which ultimately culminated in interpersonal violence due to lost infrastructure, fear and uncertainty, perceived scarcity or competition, or massive relocation—all factors that weaken social control and counteract the mechanisms societies use to resolve disputes peacefully (Nardulli et al., 2015).]
1293020160;increase_[]_supply chains_disruption;[3411542075];[1020361239];2659;-330;[https://www.nytimes.com/2019/06/04/climate/companies-climate-change-financial-impact.html];[Under pressure from shareholders and regulators, companies are increasingly disclosing the specific financial impacts they could face as the planet warms, such as extreme weather that could disrupt their supply chains or stricter climate regulations that could hurt the value of coal, oil and gas investments.]
3677839411;increase_[]_depression_occurrence;[2433861945, 289798975];[];960;-873;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The increases in PTSD and depression found in pregnant women exposed to Hurricane Katrina were likely due to the severity of the event and the intensity of the disaster experience rather than a general exposure to the event.42, 156The many consequences of natural disasters, such as destruc- tion of homes, and of gradual climate change impacts, such as rising temperatures, incidence of vector-borne illness, water- borne illness, and even compromised food,160 can all contrib- ute to the emotional stress that women have while pregnant, nursing, or responsible for young children.]
818495806;increase_['violent']_crime_rates;[3064021550, 1495047256];[];1495;-968;[http://www.psychologicalscience.org/observer/global-warming-and-violent-behavior];[The researchers estimated, based on these findings, that a 1oC increase in average temperature — a fairly conservative estimate of climate change in the following decades — will likely yield a 6% increase in violent crime rates, as many as 25,000 more serious and deadly assaults per year in the United States alone.]
3412616028;increase_[]_financial_resource asymmetries;[954073732, 1208774984];[];1802;-723;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[When Butler and Gates (2012) studied income disparity in East African cattle herders, they discovered that resource asymmetries caused by extreme and adverse weather contribute to conflict in the region.]
2994093077;decrease_[]_lung_minute-ventilation;[];[1802798293];395;-519;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[The mismatch in the ventilation-perfusion ratio due to the reduced minute-ventilation increases the hypoxemia.]
3708348788;increase_[]_levee_breaches;[];[4087579291];873;129;[https://www.iii.org/fact-statistic/facts-statistics-hurricanes];[The Louisiana governor said the hurricane caused catastrophic damage on Grand Isle in Jefferson Parish by causing three breaches in a levee.]
2624615736;increase_[]_wildfire_amount;[1925045096];[];1826;175;[https://www.washingtonpost.com/graphics/2019/lifestyle/magazine/climate-change-covers/];[In the West, human-caused climate change is a significant factor in worsening wildfires, scientists at the University of Idaho and Columbia University in New York have found.]
4244105479;increase_[]_fishery_productivity;[3064021550];[];4497;-31;[https://www.wri.org/blog/2018/10/half-degree-and-world-apart-difference-climate-impacts-between-15-c-and-2-c-warming];[Loss of fishery productivity at low latitudes, acidification, dead zones and other dangerous conditions are projected to be more pronounced with warming higher than 1.5°C.]
2931833982;increase_['tornadic']_storm_days supportive of;[469754734];[];2764;651;[https://insideclimatenews.org/news/30052019/tornado-climate-change-connection-science-research-data];[Diffenbaugh and his co-authors wrote that global climate models were zeroing in on "robust increases in the occurrence of severe thunderstorm environments over the eastern United States in response to further global warming," and suggested "a possible increase in the number of days supportive of tornadic storms."]
1881736072;increase_[]_heat wave_occurrence;[];[3444016934, 3425576794, 113232075, 982373263];1839;621;[https://www.theguardian.com/environment/2019/mar/04/heatwaves-sweeping-oceans-like-wildfires-scientists-reveal];[As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost.]
545753202;increase_['climate']_regulations_strictness;[];[2091948294];-809;-412;[https://www.nytimes.com/2019/06/04/climate/companies-climate-change-financial-impact.html];[Under pressure from shareholders and regulators, companies are increasingly disclosing the specific financial impacts they could face as the planet warms, such as extreme weather that could disrupt their supply chains or stricter climate regulations that could hurt the value of coal, oil and gas investments.]
703301698;increase_['devastating']_flood_risk;[3309155279];[];833;284;[https://www.npr.org/2020/02/18/803125282/how-warming-winters-are-affecting-everything];[And when warmer winter storms cause rain to fall on top of California's snowpack, it dramatically increases the risk of devastating floods.]
544568328;increase_[]_hurricane_central pressure;[2855992146];[3401194825];3156;599;[https://www.pbs.org/newshour/nation/is-climate-change-making-hurricanes-stall];[Warmer oceans cause hurricanes to have faster wind speeds and stronger central pressure, making the storms more intense.]
1203608913;increase_[]_wildfire_frequency;[];[305867439];1766;193;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
3763395158;increase_['heat-retaining']_concrete_presence;[];[1097976298];2102;605;[https://www.theguardian.com/cities/2019/aug/20/death-blackouts-melting-asphalt-ways-the-climate-crisis-will-change-how-we-live];[In urban areas, heatwaves are exacerbated by vehicles, industrial processes and the presence of heat-retaining concrete and asphalt.]
1563235187;decrease_['dairy']_farming_efficiency;[3760976172];[];2908;-703;[https://www.theverge.com/21505736/climate-change-cattle-livestock-infectious-disease-methane];[An infection can also reduce milk production, making dairy farming less efficient.]
98044134;increase_[]_lightning strikes_occurrence;[];[178454124, 1592647876];1944;351;[https://www.usatoday.com/story/news/nation/2020/08/22/california-wildfires-updates-saturday-map-redwood-trees-burn-big-basin/3419083001/];["These lightning strikes, this unprecedented heat dome, these world record temperatures, unprecedented in human history – we’re experiencing more and more of that because of climate change, and as a consequence, these fires are more ferocious, and they’re moving at much more rapid speeds," Newsom said.]
2638961604;decrease_['safe']_fishing_condition;[3224267840];[];2709;-257;[https://www.npr.org/2020/02/18/803125282/how-warming-winters-are-affecting-everything];[Heavy snow on top of that led to slushy conditions that aren't conducive to safe fishing.]
2971988249;increase_['Antarctic']_glaciers_pace;[3873225645];[2970002702];3617;556;[https://www.washingtonpost.com/graphics/2019/lifestyle/magazine/climate-change-covers/];[Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades.]
3713484087;increase_['hottest']_days_amount;[];[2273484468];1833;565;[https://www.businessinsider.com/heat-wave-effects-on-economic-productivity-2019-7];[The hottest days, with temperatures above 86 F, caused annual income in a county to be 0.076% lower than a 59-degree day.]
100899745;increase_[]_drought_frequency;[];[305867439];2377;308;[https://www.lung.org/blog/asthma-and-climate-change];[Climate change also increases the frequency and severity of certain types of extreme weather, such as droughts, floods, and extreme storms.]
417497203;increase_['allergies', 'high blood pressure', 'depression']_medications_usage;[];[2505267433];396;-102;[https://www.azcentral.com/in-depth/news/2020/08/26/heat-killing-more-people-cities-sizzle-hotter-temperatures/4553439002/];[And some prescription and over-the-counter medications for conditions ranging from allergies to high blood pressure and depression increase heat sensitivity.]
117898789;increase_[]_malaria_cases;[1816517590];[];809;-280;[https://nypost.com/2019/05/03/more-than-1-million-children-affected-by-mozambique-cyclones/];[Last month Cyclone Idai struck central Mozambique, killing more than 600 people and leading to thousands of cases of cholera and malaria.]
1674793550;increase_[]_carbon dioxide_localized surges;[516894103];[871092415];1875;1307;[https://www.vox.com/2019/4/8/18300342/pollen-season-2019-allergies-climate-change];[Researchers have found that grasses and ragweed plants increase their pollen production in response to localized surges in carbon dioxide, like from the exhaust of cars along a highway.]
3418467618;increase_['athletic']_training_consequences;[1609996753];[];992;-579;[https://www.connect4climate.org/sites/default/files/files/publications/Sport_and_climate_report.pdf];[Warmer temperatures lead to less snowfall, with consequences for ski seasons, alpine tourism, and athletic training.]
1910340826;increase_['heavy']_industry_occurrence;[];[724883391];1743;1694;[https://www.nytimes.com/2020/03/27/opinion/sunday/coronavirus-climate-change.html];[But aviation accounts for only about 2.5 percent of global emissions, an amount that looks downright puny in the shadow cast by heavy industry.]
113232075;increase_['seagrass']_meadows_total destruction;[1881736072];[];4706;122;[https://www.theguardian.com/environment/2019/mar/04/heatwaves-sweeping-oceans-like-wildfires-scientists-reveal];[As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost.]
1160742071;decrease_[]_home_values;[2648215708];[];2460;-599;[https://www.nytimes.com/2020/09/08/climate/climate-change-financial-markets.html];[Insurance companies could withdraw from California in the wake of devastating wildfires, and home values could plummet on coastlines and in floodplains.]
2578464330;increase_[]_businesses_building damage;[626203974];[];2213;-343;[https://www.wired.com/story/for-the-midwest-epic-flooding-is-the-face-of-climate-change/];[Besides all the damage to homes, businesses, and municipal infrastructure, increasingly frequent flooding events in the Midwest would have a huge impact on the nation’s ability to produce food.]
3316167927;increase_[]_rainfall_absence;[];[997143486, 3502003879, 1922533066, 2993589616];2394;380;[https://physicsworld.com/a/crops-at-risk-from-changing-climate/];[Unusually cold nights, ever greater numbers of extremely hot summer days, weeks with no rainfall, or torrents of storm-driven precipitation, account for somewhere between a fifth to 49% of yield losses for maize, rice, spring wheat and soy beans.]
99622095;increase_['winter fuel', 'dirtier']_gasoline_sale;[];[4275540049];1710;1768;[https://covidclimate.com/];[- U.S. EPA is allowing the sale of dirtier "winter fuel" gasoline during COVID-19, worsening air quality in the midst of a respiratory virus pandemic, which will lead to extra deaths.]
3040667348;increase_['explosive and rapidly spreading']_fire_occurrence;[];[1867545414];1734;218;[https://www.washingtonpost.com/graphics/2019/lifestyle/magazine/climate-change-covers/];[More explosive and rapidly spreading fires leave communities with little notice or chance to evacuate.]
3228990313;increase_[]_farmland_degradation;[];[3036976851];3156;-329;[https://news.sky.com/story/climate-change-will-be-catastrophic-in-20-years-with-risks-to-global-security-report-11933118];[The international body estimates 80% of the Sahel's farmland has been degraded by climate change, causing scarcity of food for people and livestock.]
2113556324;increase_[]_permafrost_thaw;[1230104579, 534014551, 4137100572, 2813630168];[];3589;645;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[Similarly, rapid permafrost thaw can also be triggered – and enhanced – by disturbances such as fire, abrupt drying events, soil subsidence and erosion resulting from ice-rich permafrost thaw (known as “thermokarst”).]
1609996753;decrease_[]_snow_snowfall;[723915832];[3418467618, 1075497938];1562;492;[https://www.connect4climate.org/sites/default/files/files/publications/Sport_and_climate_report.pdf];[Warmer temperatures lead to less snowfall, with consequences for ski seasons, alpine tourism, and athletic training.]
1191811279;increase_[]_amoebae_amount;[1062099600];[3655745476];783;-70;[https://www.scientificamerican.com/article/how-the-spreading-symptoms-of-climate-change-can-be-deadly/];["As freshwater lakes get hotter in the summer, that leads to more amoebae in the water and increased human risk," said Sonia Altizer, an associate professor of ecology at the University of Georgia.]
1079904793;increase_[]_flood_severity;[];[305867439];695;318;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
2175097184;decrease_['severe']_weather_events;[4249960163];[];2446;664;[https://insideclimatenews.org/news/30052019/tornado-climate-change-connection-science-research-data];[But, it could also be argued that since a warmer world may experience a reduction in the equator to pole temperature contrast, the number of tornadoes and severe weather events would decrease," he said.]
490175289;increase_[]_pneumonia_complications;[];[1001749205];409;-554;[https://www.theatlantic.com/magazine/archive/2019/09/life-with-lyme/594736/];[In 2018, my father died of complications from pneumonia, after recovering from the cancer.]
209328636;increase_['flooding']_rain_occurrence;[3698164590];[];734;449;[https://www.theguardian.com/commentisfree/2019/sep/04/climate-crisis-hurricane-dorian-floods-bahamas];[We know that the warmer air gets, the more moisture it can hold – and then turn into flooding rains in a storm like this.]
1008255354;increase_['heat-retaining']_asphalt_presence;[];[1097976298];2137;567;[https://www.theguardian.com/cities/2019/aug/20/death-blackouts-melting-asphalt-ways-the-climate-crisis-will-change-how-we-live];[In urban areas, heatwaves are exacerbated by vehicles, industrial processes and the presence of heat-retaining concrete and asphalt.]
1097976298;increase_[]_heat wave_severity;[3763395158, 1008255354];[];1691;431;[https://www.theguardian.com/cities/2019/aug/20/death-blackouts-melting-asphalt-ways-the-climate-crisis-will-change-how-we-live];[In urban areas, heatwaves are exacerbated by vehicles, industrial processes and the presence of heat-retaining concrete and asphalt.]
4005013611;increase_['modern-day']_slavery_growth;[3036492387];[];2154;-739;[http://www.theguardian.com/global-development-professionals-network/2013/dec/13/slavery-climate-change-poverty];[Increasingly it seems that there's a link between a damaged environment and growth in modern-day slavery.]
3411542075;increase_['extreme']_weather_occurrence;[];[1293020160, 3651202121, 3749313334];2489;600;[https://www.theguardian.com/environment/2019/jun/03/climate-crisis-seriously-damaging-human-health-report-finds];[Scorching heatwaves and floods will claim more victims as extreme weather increases but there are serious indirect effects too, from spreading mosquito-borne diseases to worsening mental health.]
1378758728;increase_[]_people_harm;[3013964678];[];1193;-541;[https://www.nbcnews.com/mach/science/without-swift-action-climate-change-heat-waves-could-kill-thousands-ncna1017376];[For the research, Lo and her collaborators focused on so-called “1-in-30 events,” severe heat waves that strike every few decades and which pose a major threat to children, older adults, outdoor workers and people living in poverty.]
3195546715;increase_['land']_ice_melting occurrence;[3426294558];[3636653992];3519;681;[http://www.theguardian.com/science/2015/dec/11/climate-change-longer-days-glaciers-north-south-pole];[As land ice from the poles melts due to rising atmospheric temperatures, the shifting weight of water across the world should cause a change to the axis upon which the Earth spins, and a slight wobble in the rotation.]
3698164590;increase_[]_air_moisture able to hold;[723915832];[209328636];1164;710;[https://www.theguardian.com/commentisfree/2019/sep/04/climate-crisis-hurricane-dorian-floods-bahamas];[We know that the warmer air gets, the more moisture it can hold – and then turn into flooding rains in a storm like this.]
85504399;increase_['direct private']_investor_losses;[1974141466];[];2596;-411;[https://www.americanprogress.org/issues/economy/reports/2019/11/21/477190/climate-change-threatens-stability-financial-system/];[The Economist’s Intelligence Unit estimates that the current value of direct private investor losses globally due to the physical risks of climate change is between $4.2 trillion and $13.8 trillion, depending on the warming]
1772046654;increase_['fossil']_fuels_combustion;[];[3569979226, 591275270, 724883391];1987;1528;[https://insideclimatenews.org/news/11032020/coronavirus-harvard-doctor-climate-change-public-health];[We spoke to Dr. Aaron Bernstein, a pediatrician and Interim Director of The Center for Climate, Health, and the Global Environment at Harvard's T.H. Chan School of Public Health (Harvard C-CHANGE), who has seen firsthand how climate change can harm children, mostly through the burning of fossil fuels.]
1005915310;increase_[]_global warming_amount;[342037990];[];2049;952;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[Similarly, shrub tundra is expanding into colder regions as a result of warming and this process will continue…There will be, as a result, a decrease in vegetation albedo – especially in spring – which will amplify the warming locally.]
712079126;increase_['warm']_water_occurrence;[];[461673040];3064;665;[https://www.theguardian.com/commentisfree/2019/sep/04/climate-crisis-hurricane-dorian-floods-bahamas];[One is that all that warm water allowed for the storm to ramp up quickly, undergoing what is known as rapid intensification as it exploded from a moderate category 2 to extreme category 5 over just two days.]
4040313540;increase_[]_disease_spread;[1993808532];[];774;-247;[http://theconversation.com/will-climate-change-cause-humans-to-go-extinct-117691];[Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases).]
2741562947;increase_[]_lives_deaths;[1995958051];[];1760;-1529;[https://www.nbcnews.com/mach/science/without-swift-action-climate-change-heat-waves-could-kill-thousands-ncna1017376];[It predicts that in the absence of significant progress in efforts to curb emissions of temperature-raising greenhouse gases, extreme heat waves could claim thousands of lives in major U.S. cities.]
701047627;decrease_[]_worker_productivity;[3395523755];[];2685;-278;[https://www.yaleclimateconnections.org/2019/06/heat-waves-and-climate-change-is-there-a-connection/];[Worker productivity will likely suffer as increases in heat and humidity push the limits of human tolerance, making it difficult for outdoor workers to stay cool.]
3036976851;increase_[]_food_scarcity;[3228990313];[];3413;-739;[https://news.sky.com/story/climate-change-will-be-catastrophic-in-20-years-with-risks-to-global-security-report-11933118];[The international body estimates 80% of the Sahel's farmland has been degraded by climate change, causing scarcity of food for people and livestock.]
1637169655;increase_[]_heat wave_intensity;[1925045096];[1967557112, 1676904153];1689;449;[https://www.mdpi.com/2225-1154/8/1/12/htm];[The increasing intensity, duration, and frequency of heat waves due to human-caused climate change puts historically underserved populations in a heightened state of precarity, as studies observe that vulnerable communities—especially those within urban areas in the United States—are disproportionately exposed to extreme heat.]
729013976;increase_[]_wildfire_occurrence;[2471344720, 2697519334];[3446625458, 3136153087, 913745846, 772006913, 1973547783];1739;247;[https://www.nytimes.com/2020/09/10/us/climate-change-california-wildfires.html];[Those blackouts are separate from the pre-emptive shut-offs carried out by California utilities in an effort to prevent their equipment from sparking wildfires.]
3230599871;increase_[]_rain_rates;[3064021550];[];815;508;[https://www.nature.com/articles/s41612-019-0074-8];[Increased atmospheric moisture enhances the likelihood of extreme rainfall events of all types.17,18 Close to the center of a TC, the increases in rain rate can reach 10% per degree C of warming in some model projections,19 exceeding the 7% dictated by the Clausius-Clapeyron relationship.]
